STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,GEO_ID,TL_GEO_ID,NAME_E,Total,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone, Two or More Races,Hispanic or Latino,Hispanic or Latino: White alone,   Hispanic or Latino: Black or African American alone,Hispanic or Latino: American Indian and Alaska Native alone,Hispanic or Latino: Asian alone,Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino: Some other race alone,Hispanic or Latino: Two or more races,,Total: Worked in county of residence ,Worked outside county of residence,Worked outside state of residence,All Commuters," Car, truck, or van","Car, truck, or van: Drove alone","Car, truck, or van: Carpooled",Public Transportation,Bus,Subway or elevated rail,Long-distance train or commuter rail,"Light rail, streetcar or trolley ",Ferryboat,Taxicab,Motorcycle,Bicycle,Walked,Other means,Worked from home,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Total Educational Attainment Population,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Median earnings in the past 12 months (Total),Median earnings in the past 12 months (Male),Median earnings in the past 12 months (Female)
California,6,Kern County,29,Shafter CCD,93000,0600000US0602993000,602993000,"Shafter CCD, Kern County, California",25015,9882,563,307,279,10,5326,8648,19585,5490,33,287,0,0,5308,8467,9269,8971,210,88,9269,8688,7659,1029,60,60,0,0,0,0,0,0,0,39,81,401,242,991,1094,1723,1788,562,1415,209,163,307,230,144,14518,581,0,3,32,40,288,53,133,871,61,350,472,403,566,447,3957,380,974,2259,1127,1074,316,86,45,32998,38881,27951
California,6,Kern County,29,Tehachapi CCD,93320,0600000US0602993320,602993320,"Tehachapi CCD, Kern County, California",35822,26391,986,428,797,12,3518,3690,9428,3484,71,343,7,0,3172,2351,12643,10920,1723,0,12643,11063,9529,1534,34,34,0,0,0,0,0,0,0,70,184,1292,500,1683,1259,1556,884,417,703,201,360,1413,1627,748,26487,448,0,0,32,25,50,50,109,632,83,136,227,307,670,516,5405,1034,2542,5312,2325,4284,1692,321,287,50205,63907,30773
California,6,Kern County,29,Wasco CCD,93570,0600000US0602993570,602993570,"Wasco CCD, Kern County, California",29517,8183,1136,282,259,11,6816,12830,25750,5969,94,178,44,0,6783,12682,9797,9467,294,36,9797,9339,7695,1644,0,0,0,0,0,0,0,20,0,216,22,200,262,1095,1205,1566,2073,893,1246,206,234,405,159,253,17871,905,17,0,35,117,370,100,290,1980,69,242,765,551,922,580,4614,818,1211,2230,687,1036,289,29,14,31289,36099,25487
California,6,Kern County,29,West Kern CCD,93635,0600000US0602993635,602993635,"West Kern CCD, Kern County, California",27015,19570,125,158,588,28,3195,3351,9731,4157,0,99,0,0,3163,2312,10660,9275,1329,56,10660,9367,7933,1434,41,41,0,0,0,0,0,8,0,185,40,1019,469,1825,1103,998,696,270,807,120,719,1300,713,621,18284,707,0,0,9,0,5,179,162,311,238,288,220,308,639,695,4895,684,1548,3061,1368,1864,877,173,53,30972,39813,22454
California,6,Kings County,31,Avenal CCD,90170,0600000US0603190170,603190170,"Avenal CCD, Kings County, California",13441,2872,444,272,149,32,6442,3230,11626,1822,23,210,3,0,6438,3130,3855,2008,1847,0,3855,3529,2859,670,0,0,0,0,0,0,0,0,0,85,172,69,202,304,371,250,500,112,419,116,635,332,505,40,8613,384,0,14,22,179,134,58,184,972,83,323,331,279,673,570,1482,689,434,1081,341,211,85,50,34,30199,31919,20570
California,6,Kings County,31,Corcoran CCD,90570,0600000US0603190570,603190570,"Corcoran CCD, Kings County, California",15676,5886,500,418,60,0,4768,4044,13582,4582,62,347,0,0,4758,3833,5204,3831,1302,71,5204,4905,4019,886,13,13,0,0,0,0,0,0,0,47,58,181,294,1193,763,373,309,142,834,291,277,238,258,51,8723,282,0,0,44,15,280,125,221,678,17,156,343,289,534,422,2254,311,470,1245,558,331,131,17,0,35191,40156,27515
California,6,Kings County,31,Hanford CCD,91220,0600000US0603191220,603191220,"Hanford CCD, Kings County, California",71103,37132,3862,1219,2594,49,12825,13422,37862,13286,322,912,12,0,12761,10569,28095,21414,6672,9,28095,25245,21410,3835,176,120,24,32,0,0,1,178,75,510,221,1689,638,4558,4587,3031,3277,1721,3457,955,650,2118,986,428,43728,1447,9,52,35,250,349,114,301,1587,206,303,924,677,834,1526,10914,919,3207,7759,5089,5097,1549,386,194,42767,48625,34394
California,6,Kings County,31,Hanford Northeast CCD,91230,0600000US0603191230,603191230,"Hanford Northeast CCD, Kings County, California",3125,2172,26,0,53,11,362,501,1426,601,0,0,0,0,362,463,1372,939,433,0,1372,1183,1007,176,11,0,0,0,0,11,0,0,0,95,0,83,129,126,200,162,116,127,125,129,34,86,29,26,2093,51,4,0,44,65,0,16,22,159,0,16,47,11,104,46,623,51,39,188,156,306,79,66,0,42952,47780,31912
California,6,Kings County,31,Lemoore CCD,91590,0600000US0603191590,603191590,"Lemoore CCD, Kings County, California",37765,19551,2972,235,2292,67,5427,7221,16554,5140,175,178,23,0,5278,5760,17337,14211,3025,101,17337,15970,14155,1815,70,39,0,0,0,31,0,146,136,310,69,636,615,3193,1708,3784,2620,560,1329,535,747,1210,240,160,22627,745,0,29,0,172,52,80,410,328,135,149,155,261,555,468,5843,602,1907,3408,2726,2948,1121,240,293,38246,42066,31236
California,6,Kings County,31,Stratford CCD,93250,0600000US0603193250,603193250,"Stratford CCD, Kings County, California",11720,2749,1978,787,233,236,3203,2534,6810,940,57,177,5,100,3166,2365,1543,1080,463,0,1543,1422,1135,287,0,0,0,0,0,0,0,0,3,23,5,90,75,303,163,169,244,46,183,0,57,208,3,2,9761,120,0,0,47,58,86,31,98,481,40,514,298,876,1074,544,2053,1096,460,1514,210,98,50,6,7,30318,34019,19858
California,6,Lake County,33,Clearlake CCD,90503,0600000US0603390503,603390503,"Clearlake CCD, Lake County, California",17199,10298,703,495,189,1,2849,2664,5185,678,0,118,7,0,2833,1549,5102,4049,1053,0,5102,4147,3524,623,126,126,0,0,0,0,8,10,40,194,54,523,488,825,684,395,248,124,547,110,227,171,238,522,11261,110,0,0,0,0,124,0,62,150,51,148,239,235,479,604,3069,649,852,2201,1408,712,136,32,0,29162,31837,26536
California,6,Lake County,33,Clearlake Riviera CCD,90505,0600000US0603390505,603390505,"Clearlake Riviera CCD, Lake County, California",7458,5501,65,17,38,75,1068,694,1744,320,0,10,0,0,1041,373,3232,2803,412,17,3232,2572,2035,537,0,0,0,0,0,0,0,0,0,31,0,629,31,47,264,191,426,181,654,165,84,165,192,203,5973,226,0,0,0,0,0,0,0,0,0,3,38,29,139,245,1167,366,629,1164,680,946,193,92,56,46147,55864,37750
California,6,Lake County,33,Cobb CCD,90545,0600000US0603390545,603390545,"Cobb CCD, Lake County, California",2895,2570,16,5,60,38,85,121,123,13,0,0,0,0,71,39,1111,927,184,0,1111,837,682,155,0,0,0,0,0,0,0,0,0,51,0,223,55,67,90,113,140,16,220,17,0,78,52,40,2506,29,0,0,0,0,0,0,23,0,0,0,0,72,86,32,364,117,133,557,330,522,137,91,13,29864,37137,29219
California,6,Lake County,33,Kelseyville CCD,91455,0600000US0603391455,603391455,"Kelseyville CCD, Lake County, California",6777,3689,234,280,2,102,1620,850,3306,587,124,150,0,0,1620,825,2583,2048,535,0,2583,2061,1734,327,11,11,0,0,0,0,0,0,0,44,46,421,59,192,289,186,264,51,419,175,0,232,70,225,4296,154,0,0,0,86,176,0,36,49,0,54,3,2,194,104,1156,140,299,808,381,401,167,64,22,35481,38174,17072
California,6,Lake County,33,Lakeport CCD,91540,0600000US0603391540,603391540,"Lakeport CCD, Lake County, California",10164,7987,109,364,164,7,604,929,1286,252,17,55,22,0,604,336,3360,3067,293,0,3360,2405,2297,108,3,0,3,0,0,0,0,24,0,0,9,919,262,584,494,329,229,7,149,15,88,183,60,41,7282,35,11,0,6,0,7,0,10,26,0,33,43,95,106,115,1994,381,554,1428,673,936,504,291,34,45350,56955,30562
California,6,Lake County,33,Lower Lake CCD,91775,0600000US0603391775,603391775,"Lower Lake CCD, Lake County, California",3036,2011,1,41,96,0,466,421,724,50,0,41,11,0,453,169,1248,862,386,0,1248,1110,988,122,0,0,0,0,0,0,0,0,37,0,0,101,24,79,250,203,30,76,46,7,117,135,105,75,2594,39,0,0,0,0,0,0,17,58,0,110,0,6,65,12,493,69,207,528,378,498,86,9,19,-666666666,-666666666,27885
California,6,Lake County,33,Lucerne-Clearlake Oaks CCD,91795,0600000US0603391795,603391795,"Lucerne-Clearlake Oaks CCD, Lake County, California",6769,4904,234,205,44,10,758,614,1228,243,23,60,0,0,707,195,2133,1596,537,0,2133,1488,1235,253,60,60,0,0,0,0,0,0,18,180,13,374,155,121,135,203,232,348,118,0,39,117,182,109,4855,11,0,0,0,0,32,0,31,0,0,10,38,27,88,147,1507,275,413,1113,463,353,218,51,78,34922,30789,37834
California,6,Lake County,33,Middletown CCD,91975,0600000US0603391975,603391975,"Middletown CCD, Lake County, California",8213,6466,78,2,36,0,514,1117,1486,392,0,0,0,0,514,580,3023,1967,1029,27,3023,2460,2103,357,0,0,0,0,0,0,0,0,0,46,83,434,275,211,344,302,144,59,335,50,100,98,540,131,5871,29,0,0,38,8,0,0,9,16,55,0,80,10,108,248,1013,236,653,1171,908,874,181,168,66,41492,41841,40870
California,6,Lake County,33,Upper Lake-Nice CCD,93505,0600000US0603393505,603393505,"Upper Lake-Nice CCD, Lake County, California",5628,3745,38,507,121,0,683,534,1102,172,0,120,0,0,683,127,2238,1544,694,0,2238,1929,1725,204,0,0,0,0,0,0,0,0,0,123,8,178,159,109,93,296,302,28,472,216,85,140,46,114,4297,84,26,0,0,0,0,0,0,0,0,151,12,18,129,139,827,289,497,747,645,501,221,11,0,44248,44543,43817
California,6,Lassen County,35,Big Valley CCD,90240,0600000US0603590240,603590240,"Big Valley CCD, Lassen County, California",1457,1096,18,35,164,0,50,94,139,33,0,15,0,0,50,41,411,212,199,0,411,336,336,0,0,0,0,0,0,0,0,0,0,18,0,57,29,19,66,10,78,0,27,5,67,11,18,24,1017,32,0,0,0,0,0,0,13,14,0,0,3,0,0,35,220,52,152,117,100,168,66,43,2,35108,35847,30750
California,6,Lassen County,35,Honey Lake CCD,91320,0600000US0603591320,603591320,"Honey Lake CCD, Lassen County, California",3795,2801,442,119,72,4,45,312,909,743,22,7,0,0,45,92,1024,761,77,186,1024,915,456,459,5,5,0,0,0,0,0,0,0,10,0,94,67,238,115,164,170,21,56,0,25,74,0,0,3113,16,8,0,0,0,7,0,44,76,11,42,213,82,192,108,428,407,233,489,396,228,86,0,47,42181,45250,41793
California,6,Lassen County,35,Madeline Plains CCD,91820,0600000US0603591820,603591820,"Madeline Plains CCD, Lassen County, California",150,94,10,0,0,0,31,15,31,28,0,0,0,0,3,0,43,35,8,0,43,42,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,2,3,0,14,0,2,0,9,1,109,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,21,0,14,44,3,8,7,0,0,35417,43472,2499
California,6,Lassen County,35,Susanville CCD,93280,0600000US0603593280,603593280,"Susanville CCD, Lassen County, California",23563,15463,2106,577,307,290,960,3860,5837,1457,224,139,47,0,899,3071,7127,6915,155,57,7127,6470,5767,703,28,28,0,0,0,0,16,27,16,185,7,378,378,1389,1424,1366,1109,144,227,0,66,271,240,135,17489,239,0,0,10,85,28,58,179,271,131,190,525,581,952,526,4091,1324,1960,2443,1655,1737,380,90,34,41604,44412,39800
California,6,Lassen County,35,Westwood CCD,93710,0600000US0603593710,603593710,"Westwood CCD, Lassen County, California",2212,2014,0,113,0,0,2,83,111,76,0,12,0,0,2,21,749,517,228,4,749,620,505,115,0,0,0,0,0,0,0,0,0,35,0,94,23,115,46,43,99,0,163,11,79,45,31,0,1598,44,0,0,0,35,0,0,0,0,0,10,0,0,59,34,503,21,278,210,218,168,8,10,0,26797,-666666666,25938
California,6,Los Angeles County,37,Agoura Hills-Malibu CCD,90015,0600000US0603790015,603790015,"Agoura Hills-Malibu CCD, Los Angeles County, California",59576,44051,786,56,4604,23,4004,6052,7299,1992,52,7,29,0,3087,2132,26813,23162,3421,230,26813,17173,16085,1088,43,43,0,0,0,0,0,42,95,799,506,8155,702,2247,2409,2140,2306,1161,1930,612,494,1787,2129,741,41558,138,11,6,0,0,0,0,149,86,65,42,51,196,147,181,2993,455,1771,5251,2321,15355,6784,3566,1990,72237,101757,51183
California,6,Los Angeles County,37,Compton CCD,90560,0600000US0603790560,603790560,"Compton CCD, Los Angeles County, California",336472,58027,67892,4875,35402,1620,97363,71293,211692,45756,783,4746,563,81,95372,64391,149032,140477,8357,198,149032,130231,112894,17337,4721,3814,631,141,135,0,387,186,246,1612,2367,9282,1426,6653,13699,19707,23571,10052,27837,3712,6166,12497,10204,4226,224643,15068,157,275,656,1295,2203,1317,2356,11223,1575,2979,7023,3542,5006,10970,51370,5277,11835,33120,15486,30307,9632,1183,788,37256,40508,34566
California,6,Los Angeles County,37,Downey-Norwalk CCD,90730,0600000US0603790730,603790730,"Downey-Norwalk CCD, Los Angeles County, California",407245,93826,26022,6876,70181,1615,132927,75798,257260,49123,1127,6509,1465,240,131056,67740,190552,161184,28771,597,190552,162807,140950,21857,4248,3255,469,299,178,47,237,343,720,2583,2620,16994,1851,10124,18094,22977,26562,10999,31154,5290,7618,18338,15314,5237,279278,15154,145,198,264,872,1708,1087,1635,8173,1345,3465,5696,3202,3959,10761,61198,8361,16386,40159,22032,50808,16479,3977,2214,41573,46221,36297
California,6,Los Angeles County,37,East San Gabriel Valley CCD,90810,0600000US0603790810,603790810,"East San Gabriel Valley CCD, Los Angeles County, California",925062,251324,29138,14671,225581,2014,240922,161412,504419,110085,1491,12304,2613,213,236700,141013,434312,358412,74595,1305,434312,361490,311346,50144,9022,5988,904,1421,696,13,872,444,1695,7297,4160,49332,5516,23695,41862,48476,49218,20143,63578,10582,20702,43406,41843,15959,644081,27583,304,506,709,1339,3842,2026,2715,17330,2559,6710,11135,5776,9297,21991,140639,15908,37075,89953,51839,129242,47353,10090,8160,41087,46568,35745
California,6,Los Angeles County,37,Inglewood CCD,91400,0600000US0603791400,603791400,"Inglewood CCD, Los Angeles County, California",367111,70344,95287,6128,30176,1473,91142,72561,199787,41547,2380,5117,1010,116,88233,61384,174552,168465,5742,345,174552,139959,121026,18933,7820,7352,250,92,108,18,1258,762,1356,3448,4116,15833,1984,9009,16923,25351,24074,10745,25170,4499,7890,14993,13344,4737,249543,12936,102,182,366,1043,2061,1421,2911,8832,1737,2903,6612,3267,4731,9924,52558,6948,14546,40337,17009,40987,14568,2175,1387,37314,41067,34010
California,6,Los Angeles County,37,Long Beach-Lakewood CCD,91730,0600000US0603791730,603791730,"Long Beach-Lakewood CCD, Los Angeles County, California",566230,230674,62667,7538,77887,3490,102680,81294,243616,75243,2277,6147,1903,227,99977,57842,281893,234755,46276,862,281893,220216,195857,24359,9587,7987,944,288,345,23,928,706,1534,6654,2641,39627,2589,12952,24825,33683,39982,14884,42196,7847,12586,23022,19857,7843,396328,23009,51,69,299,829,1884,911,1584,7963,1528,2727,7318,3372,5820,11142,65445,9074,22733,64886,29956,87721,34485,7948,5574,46167,50853,41116
California,6,Los Angeles County,37,Los Angeles CCD,91750,0600000US0603791750,603791750,"Los Angeles CCD, Los Angeles County, California",2531276,889834,282469,32152,316136,3738,631732,375215,1173040,231920,9275,28518,4625,585,615777,282340,1250544,1216289,29368,4887,1250544,826588,726202,100386,102289,88663,10252,1033,2243,98,5446,2869,10969,50488,18425,233470,15181,47142,92191,127442,144204,62331,212026,33239,57637,104609,89360,31712,1807606,75397,549,1557,4791,8888,19316,10716,15574,70491,10127,17223,46169,19071,28557,52772,278138,32261,68784,213433,100814,461446,172873,65106,33553,42205,45347,39255
California,6,Los Angeles County,37,Newhall CCD,92110,0600000US0603792110,603792110,"Newhall CCD, Los Angeles County, California",267593,138946,12350,3047,32537,940,28581,51192,95910,26462,503,2819,713,55,26637,38721,125258,120427,4360,471,125258,99569,88823,10746,2154,1565,119,337,0,133,241,248,85,858,1869,20234,1613,7447,12259,14108,10649,4498,10570,3286,6276,14297,14103,5918,179665,3500,26,5,28,209,450,247,418,1500,266,1112,1298,1724,1735,4223,28225,4503,12734,28454,17770,47916,16621,3830,2871,58521,70827,47315
California,6,Los Angeles County,37,North Antelope Valley CCD,92140,0600000US0603792140,603792140,"North Antelope Valley CCD, Los Angeles County, California",203628,78609,38613,2423,8050,384,29884,45665,93707,24046,707,2149,271,25,28632,37877,76221,69902,6231,88,76221,65744,57284,8460,986,667,34,229,8,48,82,110,285,933,760,7321,1442,4556,11085,12909,9892,2582,4535,839,1725,6101,7414,5820,129713,4188,0,13,48,205,840,224,516,2601,196,2133,2013,2099,3326,5155,33991,4317,9500,21362,11144,16495,7769,854,724,46631,51487,42039
California,6,Los Angeles County,37,Palos Verdes CCD,92360,0600000US0603792360,603792360,"Palos Verdes CCD, Los Angeles County, California",90745,48499,2539,241,22266,131,5917,11152,15887,5079,30,211,119,0,5425,5023,39919,38180,1535,204,39919,29369,27033,2336,473,306,98,69,0,0,19,57,308,1696,327,7670,1042,3051,3460,4172,4066,1815,4370,1242,2063,3217,2694,1057,65007,606,0,0,35,45,7,62,119,648,121,191,364,165,180,817,6296,875,2491,7338,4314,21914,11110,4797,2512,71287,90151,54883
California,6,Los Angeles County,37,Pasadena CCD,92400,0600000US0603792400,603792400,"Pasadena CCD, Los Angeles County, California",266090,115033,19491,1931,58306,217,34241,36871,71499,13593,624,1414,912,5,32784,22167,134488,130849,3070,569,134488,89865,82134,7731,4304,2221,1244,189,644,6,206,326,1194,4171,2686,31736,1524,8359,13887,14370,14078,6367,16206,2968,5359,9115,8003,2516,198437,3504,63,26,0,172,646,159,668,2270,384,1669,851,762,1567,2223,22059,1878,6516,21876,12747,62399,34119,13008,8871,64871,72416,58538
California,6,Los Angeles County,37,San Fernando Valley CCD,92785,0600000US0603792785,603792785,"San Fernando Valley CCD, Los Angeles County, California",1815801,853200,72984,15361,205064,2456,378501,288235,754068,144248,3732,12227,3370,506,366716,223269,891705,856993,32027,2685,891705,675278,596193,79085,28839,23671,2389,882,264,1633,3026,1351,2905,15982,12507,151817,9269,42793,74280,103695,101091,43474,130559,26224,37242,76106,71397,23758,1301957,54238,704,525,2093,4022,8048,5549,6967,31625,5553,11697,22258,14943,15757,36256,231868,23280,66604,165610,102530,324773,111342,37607,18108,44926,49389,40052
California,6,Los Angeles County,37,Santa Monica CCD,92920,0600000US0603792920,603792920,"Santa Monica CCD, Los Angeles County, California",91535,61206,4452,523,8925,49,4289,12091,15033,4603,77,333,393,0,3430,6197,49796,48344,942,510,49796,26691,25183,1508,1379,1070,129,39,141,0,48,158,1327,2689,1023,16481,506,3160,5160,4887,4176,1900,5331,1245,1688,2856,2058,348,73651,1092,0,0,5,53,131,66,193,343,190,115,401,166,203,902,5407,884,2190,6169,4400,29058,12500,6031,3152,82534,94251,73045
California,6,Los Angeles County,37,South Antelope Valley CCD,93090,0600000US0603793090,603793090,"South Antelope Valley CCD, Los Angeles County, California",221595,84625,24350,3358,9288,433,61629,37912,130033,32221,1151,2363,251,162,60450,33435,91585,86871,4523,191,91585,79004,68056,10948,1111,709,56,275,41,30,121,184,20,869,1561,8715,1093,3614,7651,13504,10866,2478,6403,904,2390,8699,15300,9968,140509,6684,29,33,135,440,629,876,819,3345,611,1429,2556,2161,4317,5390,37333,4489,10413,21548,11464,17767,6241,1010,790,42574,51370,34614
California,6,Los Angeles County,37,South Bay Cities CCD,93100,0600000US0603793100,603793100,"South Bay Cities CCD, Los Angeles County, California",140509,92490,2497,412,20686,169,4000,20255,17763,4959,49,195,185,0,3431,8944,72225,69846,2136,243,72225,47040,44168,2872,499,330,28,70,71,0,115,99,567,1927,938,21040,922,4904,6826,9040,6217,3305,5183,1596,2002,5035,5166,989,101744,757,0,0,9,13,14,13,6,76,92,95,82,173,147,860,7476,971,3480,10109,5815,42615,20215,5992,2734,94669,112991,79662
California,6,Los Angeles County,37,South Gate-East Los Angeles CCD,93155,0600000US0603793155,603793155,"South Gate-East Los Angeles CCD, Los Angeles County, California",469415,107916,7039,9811,4665,401,204157,135426,446331,98284,740,9279,346,89,203264,134329,205779,194557,10855,367,205779,171207,141963,29244,11213,10341,628,32,212,0,719,419,1015,5098,3901,12207,1404,8748,15691,23633,29951,11304,41741,5695,11163,18587,19855,5800,298846,24532,80,526,1410,3545,5762,3902,5192,29472,3534,10303,15616,6339,8974,16125,70108,6880,13502,31272,13453,22080,4792,806,641,32093,35173,28076
California,6,Los Angeles County,37,Southwest San Gabriel Valley CCD,93200,0600000US0603793200,603793200,"Southwest San Gabriel Valley CCD, Los Angeles County, California",311749,45282,3955,3920,156846,688,68605,32453,122736,23232,485,3280,1045,47,67297,27350,148137,140767,7063,307,148137,121903,105352,16551,3601,3372,158,24,47,0,234,153,1165,2351,1379,17351,1451,6870,15302,16777,18542,8954,24277,3651,6658,13722,10759,3823,233137,18023,84,220,230,624,1111,719,1516,6959,851,1898,6617,2236,2406,8515,50572,4521,9938,24990,16947,52057,15128,4248,2727,41454,44307,37226
California,6,Los Angeles County,37,Torrance CCD,93380,0600000US0603793380,603793380,"Torrance CCD, Los Angeles County, California",143499,52265,5004,612,55491,165,11257,18705,27693,6018,126,273,674,0,10645,9957,68734,66193,2401,140,68734,53178,48903,4275,772,720,0,0,52,0,192,32,289,660,886,12725,671,3293,8559,8737,8785,4490,7425,1501,2319,4729,4104,1396,105006,1579,21,34,91,24,94,74,69,416,41,138,370,342,433,1613,16325,1601,4594,12690,8856,35900,14415,3472,1814,62835,72303,54421
California,6,Los Angeles County,37,Upper San Gabriel Valley CCD,93510,0600000US0603793510,603793510,"Upper San Gabriel Valley CCD, Los Angeles County, California",318458,74889,6394,4855,112330,898,66247,52845,142152,27371,160,3666,699,35,65026,45195,145789,136333,9010,446,145789,117401,101208,16193,4518,3213,710,313,282,0,446,164,660,2244,1581,18775,1708,8651,13783,17522,17693,7397,23263,3158,6895,12504,10507,3933,225283,12542,108,37,214,852,1839,736,1297,7468,1083,3119,5308,2084,2676,7432,45960,3869,9968,26697,15003,48935,19690,4904,3462,41397,45772,36972
California,6,Los Angeles County,37,Whittier CCD,93730,0600000US0603793730,603793730,"Whittier CCD, Los Angeles County, California",314817,98166,5210,6520,25725,787,122018,56391,223444,46100,521,5696,547,230,118989,51361,148268,119970,28034,264,148268,125975,111685,14290,2345,1805,190,220,60,70,212,366,529,1890,1529,15422,1633,6712,12928,16601,18136,7895,21918,5398,6955,15764,13327,5579,215977,8320,221,104,94,432,1170,674,860,5144,866,2020,2517,2303,3625,7309,53084,5592,13847,33680,18938,36239,14628,2607,1703,45810,52581,38927
California,6,Madera County,39,Chowchilla CCD,90480,0600000US0603990480,603990480,"Chowchilla CCD, Madera County, California",23692,10830,1179,303,1149,22,7153,3056,11613,2054,11,217,71,0,7079,2181,7046,4669,2361,16,7046,6191,5107,1084,32,32,0,0,0,0,0,6,0,285,91,441,552,1312,959,446,513,360,733,242,145,732,338,273,15795,446,0,0,7,6,82,24,41,377,22,332,331,419,871,668,3261,763,1265,3078,1284,1983,434,38,63,28099,39014,20377
California,6,Madera County,39,Madera CCD,91830,0600000US0603991830,603991830,"Madera CCD, Madera County, California",100243,33971,2546,2271,2495,141,37676,21143,76211,17681,183,1888,61,40,37351,19007,38196,25078,12985,133,38196,32873,28071,4802,114,74,22,18,0,0,0,12,68,518,2004,2607,1215,4600,4682,3772,3991,1877,6263,1192,1849,2790,1488,1870,59470,4351,7,88,475,458,864,536,264,4151,439,990,2174,1539,1593,2492,12036,2371,4513,7955,4488,5238,1855,349,244,32630,37432,27913
California,6,Madera County,39,Madera Southeast CCD,91840,0600000US0603991840,603991840,"Madera Southeast CCD, Madera County, California",7563,4210,71,19,87,0,1568,1608,3542,594,0,0,0,0,1568,1380,2960,1740,1220,0,2960,2350,2105,245,0,0,0,0,0,0,0,0,0,163,79,368,201,52,240,644,394,191,460,85,68,98,55,104,4726,218,0,0,23,20,0,78,2,372,9,55,67,55,85,126,693,87,225,792,155,1129,376,125,34,49527,53233,49116
California,6,Madera County,39,Madera West CCD,91850,0600000US0603991850,603991850,"Madera West CCD, Madera County, California",905,457,0,12,10,0,411,15,490,57,0,12,10,0,411,0,253,123,130,0,253,181,147,34,0,0,0,0,0,0,0,8,0,55,0,9,29,77,34,4,27,12,34,0,7,16,4,0,589,32,0,0,4,0,13,0,0,64,14,0,13,19,69,52,109,5,46,87,24,22,16,0,0,41200,41500,-666666666
California,6,Madera County,39,Oakhurst-North Fork CCD,92220,0600000US0603992220,603992220,"Oakhurst-North Fork CCD, Madera County, California",11718,9699,77,289,70,17,356,1210,1406,405,49,45,0,0,330,577,4596,3528,1068,0,4596,3537,3277,260,0,0,0,0,0,0,0,11,0,108,129,811,341,509,824,334,549,137,418,41,88,216,227,101,9147,212,0,0,0,0,0,0,0,37,19,0,61,113,223,118,1872,269,957,1824,938,1483,532,433,56,32102,50517,23384
California,6,Madera County,39,Yosemite Lakes CCD,93802,0600000US0603993802,603993802,"Yosemite Lakes CCD, Madera County, California",14669,10900,216,156,111,19,1019,2248,2573,284,0,55,7,0,990,1237,5290,3239,2001,50,5290,4165,3624,541,27,0,0,0,0,27,0,181,0,41,183,693,164,141,329,328,258,64,887,125,595,1068,321,317,10572,243,0,0,0,0,0,27,7,13,38,88,8,171,80,138,2083,417,750,2583,1156,1789,683,157,141,41213,55991,32702
California,6,Marin County,41,Bolinas CCD,90256,0600000US0604190256,604190256,"Bolinas CCD, Marin County, California",2425,2106,30,0,28,0,49,212,207,13,2,0,4,0,49,139,1110,923,187,0,1110,627,602,25,1,1,0,0,0,0,0,0,0,107,16,359,108,72,200,34,73,11,26,49,0,75,78,25,2059,0,0,0,0,0,8,0,0,0,0,0,4,0,9,0,335,21,35,214,109,667,395,130,132,66641,83875,40762
California,6,Marin County,41,Northwest Marin CCD,92200,0600000US0604192200,604192200,"Northwest Marin CCD, Marin County, California",8524,7288,71,30,116,0,400,619,740,157,0,28,3,0,351,201,4864,3791,1073,0,4864,3197,2929,268,90,87,0,0,0,3,0,23,20,239,9,1286,240,407,389,191,186,337,416,243,205,316,426,222,6867,57,0,0,0,0,0,0,16,29,34,7,53,9,4,51,482,72,207,1004,634,2157,1441,324,286,54691,71055,44235
California,6,Marin County,41,Novato CCD,92205,0600000US0604192205,604192205,"Novato CCD, Marin County, California",59994,38182,1987,452,4064,10,6579,8720,15109,3320,363,421,64,0,6053,4888,27719,22059,5558,102,27719,20350,18406,1944,1096,734,0,44,26,292,27,29,201,546,310,5160,445,2214,2946,2880,3166,1316,2859,1058,926,2558,1684,507,44211,1153,32,0,60,0,136,262,70,347,73,362,390,257,267,496,5744,844,2324,6324,3511,13342,5001,1987,1229,61499,73279,52327
California,6,Marin County,41,Ross Valley CCD,92670,0600000US0604192670,604192670,"Ross Valley CCD, Marin County, California",59030,46094,1197,219,3036,168,2568,5748,6079,1779,86,172,46,0,1893,2103,27821,20760,6975,86,27821,15135,13708,1427,1352,534,17,12,0,789,0,0,569,1044,159,9562,666,1570,2088,2170,2149,893,2134,600,1085,2107,2347,450,42630,190,0,0,1,40,0,0,0,161,14,130,190,104,241,283,2523,778,1748,4140,2520,16264,7849,3799,1655,85448,105080,68889
